epoch,loss,test_loss,accuracy,duration
0,519.633269906044,517.5950574874878,51.82666666666667,169.76094317436218
1,519.0858169794083,515.863851249218,53.77333333333333,338.95989966392517
2,518.0027364492416,518.4185298681259,51.32,508.47565937042236
3,517.2051653862,527.9467039108276,54.8,677.7606799602509
4,516.7317490577698,511.1780712008476,56.88,850.8546326160431
5,513.8000721931458,499.8560785651207,59.8,1021.505961894989
6,507.9406267404556,483.54521083831787,63.21333333333333,1191.5956978797913
7,494.78001442551613,467.6348613202572,67.89333333333333,1361.5347554683685
8,478.50780442357063,426.59353107213974,71.74666666666667,1530.5697407722473
9,459.3025653064251,396.89916871488094,74.62666666666667,1701.034912109375
10,440.0748252570629,367.5768790692091,77.16,1871.070588350296
11,424.3484592139721,353.0770298689604,77.32,2042.5455496311188
12,414.10295364260674,346.39869317412376,78.50666666666666,2212.570241689682
13,403.8634365797043,352.23544108867645,79.02666666666667,2385.3947336673737
14,390.5798649042845,323.92094699293375,78.76,2560.183334350586
15,388.584212616086,322.7166521549225,78.78666666666666,2730.331360578537
16,379.28566984832287,331.5269879847765,79.02666666666667,2900.172175168991
17,375.8295955210924,312.6013856008649,78.66666666666667,3070.8238039016724
18,372.2035412341356,330.1839520037174,79.05333333333333,3242.697883605957
19,363.0884326696396,311.1397515758872,79.13333333333334,3414.1287848949432
20,356.77273993194103,309.5296690762043,78.88,3586.1168987751007
21,347.1743642985821,311.4414813518524,78.44,3745.1345493793488
22,343.1708428412676,302.1970705688,78.42666666666666,3915.2058136463165
23,334.4898185580969,292.9242653772235,78.64,4084.962308883667
24,330.5228213518858,292.4238136485219,78.78666666666666,4254.8513197898865
25,325.61693266034126,287.5821609199047,78.8,4424.752311229706
26,321.71517580747604,285.280991949141,78.53333333333333,4594.704614639282
27,316.15110205858946,280.29040606319904,78.93333333333334,4764.75376391410
28,310.3085824176669,278.5524960733019,78.24,4934.71376466751
29,307.27049270272255,281.7692020647228,78.44,5105.002997875214
30,306.693649739027,277.7743294965476,78.68,5275.157242774963
31,303.389182433486,274.2521506936755,78.53333333333333,5444.199499368668
32,302.61875581741333,276.9013094007969,79.02666666666667,5614.008791685104
33,304.7685554921627,279.08637673407793,79.18666666666667,5783.533938407898
34,296.7441338375211,272.280734884087,78.94666666666667,5953.0895273685455
35,298.2800754979253,272.5700415596366,78.89333333333333,6122.335144281387
36,299.02142169326544,270.24707859009504,79.22666666666667,6292.571800231934
37,294.5520305633545,281.9173753671348,78.4,6462.624081373215
38,296.55682745575905,276.68926068395376,79.05333333333333,6632.504916667938
39,288.7262942045927,273.14132779836655,78.77333333333333,6802.759799480438
40,291.8216966763139,274.7603484913707,79.28,6972.201339960098
41,295.69673784822226,272.219699206762,79.45333333333333,7142.164807796478
42,292.8197676986456,268.9823280274868,78.97333333333333,7311.831953048706
43,287.74859077483416,273.37142496183515,79.14666666666666,7481.471271753311
44,289.2343261241913,271.5485806837678,79.45333333333333,7650.855843067169
45,290.67691038548946,268.92036822251976,79.46666666666667,7820.6941430568695
46,285.65140418708324,270.1444064937532,79.25333333333333,7990.475134849548
47,289.7001141831279,275.996081545949,79.12,8160.431641817093
48,289.9770589247346,264.9567046612501,79.48,8330.16014122963
49,285.48162274062634,265.0678958930075,79.56,8499.885917663574
50,284.3592241704464,266.80938727222383,79.28,8669.355794668198
51,283.9150932729244,265.0607347637415,79.6,8839.435315847397
52,282.95183657482266,271.37782295420766,79.53333333333333,9009.149564266205
53,289.07252538204193,267.9711798839271,79.56,9178.99474143982
54,283.1473544165492,266.3362179175019,79.61333333333333,9349.106731891632
55,279.6325278095901,270.1419267915189,79.53333333333333,9518.875596046448
56,282.91316325962543,266.6136491075158,79.22666666666667,9688.62050151825
57,288.1940220743418,265.21904143691063,79.61333333333333,9858.456582069397
58,283.45451159775257,266.36474811658263,79.57333333333334,10028.184931755066
59,279.75100234150887,268.90083599090576,79.48,10198.097169876099
60,284.2529855929315,272.954477455467,79.64,10367.805848121643
61,281.7755445986986,268.0338655253872,79.54666666666667,10537.505494594574
62,276.6269742771983,263.6895812936127,79.52,10707.423342704773
63,279.3622658997774,263.4008821696043,79.54666666666667,10877.111242294312
64,278.52883645147085,266.07294143363833,79.73333333333333,11046.891348838806
65,280.0722782611847,261.5548183359497,79.73333333333333,11216.688082695007
66,278.252976026386,268.1722345694434,79.66666666666667,11386.718251466751
67,278.81801081448793,265.019236164866,79.6,11556.311069488525
68,276.27826850116253,266.4328018267115,79.66666666666667,11725.860889673233
69,282.9259866923094,268.04694928228855,79.65333333333334,11896.008738040924
70,278.1564575470984,264.3861045613885,79.46666666666667,12065.882418632507
71,276.06656900793314,264.6110914424062,79.74666666666667,12235.595019340515
72,277.1663816720247,265.35290101075225,79.77333333333333,12405.177405834198
73,274.76753789931536,266.45745500177145,79.8,12575.328322172165
74,278.8938180282712,266.498668782413,79.82666666666667,12745.16229224205
75,277.6165767535567,262.51074735447764,79.82666666666667,12914.907686471939
76,275.00965336710215,265.07127190195024,79.78666666666666,13084.631463766098
77,276.5492886900902,264.1699024513364,79.76,13254.21900177002
78,278.0338032245636,267.22916366159916,79.68,13424.374833345413
79,279.44737458229065,264.51056614518166,79.72,13595.045398712158
70,272.9291940778494,263.04056725651026,79.84,13764.805245161057
81,273.82624167203903,265.23988880962133,79.85333333333334,13934.415338993073
82,278.3003877014853,270.25614142790437,79.76,14104.121817350388
83,283.57974364608526,260.2480710866512,79.78666666666666,14274.003308534622
84,275.39559093490243,264.8375946544111,79.77333333333333,14443.789010763168
85,273.81232618540525,262.0132170850411,79.85333333333334,14613.6443567276
86,271.7089456021786,260.6054952070117,79.84,14783.400696754456
87,272.84379048645496,262.3900062814355,79.78666666666666,14953.290937423706
88,275.1738568581641,264.69397600367665,79.78666666666666,15123.070212841034
89,278.1530267037451,265.2868575900793,79.78666666666666,15293.232267141342
90,273.16740964353085,259.4373165406287,79.84,15462.654485940933
91,273.0891247615218,266.47705460339785,79.73333333333333,15632.511810302734
92,278.1802306622267,264.61325387097895,79.8,15801.763956069946
93,273.9414675794542,265.72021033614874,79.76,15971.21682047844
94,275.5787133015692,263.4547228589654,79.70666666666666,16141.142919778824
95,273.7075141556561,264.96703041892033,79.72,16311.13025021553
96,278.4115772433579,264.8760711736977,79.76,16480.897520065308
97,274.84371561557055,268.88290326297283,79.70666666666666,16650.65131020546
98,273.2224138453603,262.16159100830555,79.82666666666667,16820.83050584793
99,272.2133161816746,260.8608534298837,79.85333333333334,16991.122775793076
